Well Name,Formation,Depth,GR,DeltaPHI,PHIND,ILD,PE,Marine,RelPos,Facies,ILD_log10,Lithofacies,RHOB,Lithology,Mineralogy
SHANKLE,B5 LM,2935.0,30.56,12.2,27.265,1.7458221529205038,3.0,1,0.958,7,0.242,dolomite,1991.6543052391798,dolomite,carbonate
SHANKLE,B5 LM,2935.5,25.47,10.8,27.915,1.5631476426409534,3.0,1,0.917,7,0.1939999999999998,dolomite,1958.1435874439462,dolomite,carbonate
SHANKLE,B5 LM,2936.0,25.34,6.4,27.115,1.5346169827992944,3.0,1,0.875,7,0.18600000000000003,dolomite,1962.6229914529913,dolomite,carbonate
SHANKLE,B5 LM,2936.5,31.3,3.8,26.515,1.6672472125510631,3.0,1,0.833,7,0.2220000000000001,dolomite,1966.4196257796257,dolomite,carbonate
SHANKLE,B5 LM,2937.0,45.23,3.6,24.38,1.958844673505989,3.0,1,0.792,7,0.2919999999999998,dolomite,2043.7397510373444,dolomite,carbonate
SHANKLE,B5 LM,2937.5,53.09,4.7,22.525,2.4660393372343394,3.0,1,0.75,7,0.392,dolomite,2122.2224344176284,dolomite,carbonate
SHANKLE,B5 LM,2938.0,53.66,2.1,19.515,3.2359365692962827,3.1,1,0.708,7,0.51,dolomite,2207.743636363636,dolomite,carbonate
SHANKLE,B5 LM,2938.5,48.3,-1.1,16.71,4.325138310350087,3.4,1,0.667,7,0.636,dolomite,2272.0164391691396,dolomite,carbonate
SHANKLE,B5 LM,2939.0,47.58,-1.3,14.275,5.91561634175474,4.0,1,0.625,8,0.772,packstone,2235.313830207305,limestone,carbonate
SHANKLE,B5 LM,2939.5,44.54,0.5,12.48,8.165823713585922,4.2,1,0.583,8,0.9119999999999999,packstone,2314.174623115578,limestone,carbonate
SHANKLE,B5 LM,2940.0,45.57,1.6,11.42,11.534532578210928,4.3,1,0.542,8,1.0620000000000003,packstone,2362.056747967479,limestone,carbonate
SHANKLE,B5 LM,2940.5,49.17,1.0,10.82,16.368165214278086,4.3,1,0.5,8,1.214,packstone,2374.176767676767,limestone,carbonate
SHANKLE,B5 LM,2941.0,58.97,0.6,10.535,22.90867652767773,4.4,1,0.4579999999999999,8,1.36,packstone,2378.385352112676,limestone,carbonate
SHANKLE,B5 LM,2941.5,78.86,0.7,10.32,30.760968147407088,4.6,1,0.417,8,1.488,packstone,2386.6234743202417,limestone,carbonate
SHANKLE,B5 LM,2942.0,100.24,1.4,10.38,39.26449353995999,4.7,1,0.375,8,1.594,packstone,2393.558255578093,limestone,carbonate
SHANKLE,B5 LM,2942.5,97.94,0.8,10.56,48.30588020397728,4.8,1,0.3329999999999999,8,1.6840000000000002,packstone,2380.1058064516133,limestone,carbonate
SHANKLE,B5 LM,2943.0,94.67,-0.5,10.57,57.809604740571785,4.7,1,0.292,8,1.7619999999999998,packstone,2363.289303482587,limestone,carbonate
SHANKLE,B5 LM,2943.5,78.63,-1.0,10.18,67.29766562843174,4.7,1,0.25,8,1.8279999999999998,packstone,2369.3495049504954,limestone,carbonate
SHANKLE,B5 LM,2944.0,97.99,-1.9,9.31,73.11390834834177,4.7,1,0.208,8,1.864,packstone,2385.2176545632974,limestone,carbonate
SHANKLE,B5 LM,2944.5,130.86,-2.5,8.1,69.50243175887965,4.9,1,0.1669999999999999,8,1.8419999999999999,packstone,2415.291463414634,limestone,carbonate
SHANKLE,B5 LM,2945.0,167.9,-0.8,6.22,58.34451042737448,4.5,1,0.125,8,1.766,packstone,2498.4255555555555,limestone,carbonate
SHANKLE,B5 LM,2945.5,191.7,4.2,5.195,44.05548635065534,3.8,1,0.083,8,1.6440000000000001,packstone,2603.0072651356995,limestone,carbonate
SHANKLE,C SH,2946.0,149.65,-5.9,24.32,26.42408757321945,2.3,0,1.0,3,1.4219999999999997,f_siltstone,1798.4632200188857,siltstone,siliciclastic
SHANKLE,C SH,2948.0,75.83,-9.4,34.61,13.867558288718891,2.8,0,0.93,3,1.1420000000000001,f_siltstone,1500.0,siltstone,siliciclastic
SHANKLE,C SH,2948.5,66.28,2.5,28.99,13.182567385564074,2.7,0,0.912,3,1.12,f_siltstone,1723.9833333333336,siltstone,siliciclastic
SHANKLE,C SH,2949.0,69.44,-0.2,27.455,13.614446824659511,2.6,0,0.895,3,1.1340000000000003,f_siltstone,1752.4942115768465,siltstone,siliciclastic
SHANKLE,C SH,2949.5,69.67,-1.6,24.68,14.723125024327194,2.6,0,0.877,3,1.1680000000000001,f_siltstone,1822.3511811023623,siltstone,siliciclastic
SHANKLE,C SH,2950.0,72.32,-2.1,21.265,16.519617982290153,2.9,0,0.86,3,1.2180000000000002,f_siltstone,1915.5490205680703,siltstone,siliciclastic
SHANKLE,C SH,2950.5,72.26,5.3,16.795,18.535316234148127,3.2,0,0.8420000000000001,3,1.2680000000000002,f_siltstone,2112.5363780359025,siltstone,siliciclastic
SHANKLE,C SH,2951.0,66.6,8.9,13.99,20.13724249862389,3.3,0,0.825,3,1.3040000000000003,f_siltstone,2233.704226125137,siltstone,siliciclastic
SHANKLE,C SH,2951.5,66.67,10.7,14.42,20.79696687103696,3.2,0,0.807,3,1.318,f_siltstone,2236.863325867861,siltstone,siliciclastic
SHANKLE,C SH,2952.0,67.49,9.3,15.755,20.989398836235235,3.2,0,0.789,3,1.3219999999999998,f_siltstone,2181.106890848953,siltstone,siliciclastic
SHANKLE,C SH,2952.5,69.17,6.3,17.91,20.60629913270001,3.0,0,0.772,3,1.314,f_siltstone,2087.0383671291356,siltstone,siliciclastic
SHANKLE,C SH,2953.0,67.63,6.3,17.22,19.860949173573715,3.2,0,0.754,3,1.298,f_siltstone,2108.3937566702243,siltstone,siliciclastic
SHANKLE,C SH,2953.5,74.65,7.1,16.125,18.967059212111472,3.1,0,0.737,3,1.2780000000000002,f_siltstone,2149.586167922497,siltstone,siliciclastic
SHANKLE,C SH,2954.0,69.34,6.4,16.405,17.864875748520507,3.1,0,0.7190000000000001,3,1.252,f_siltstone,2134.5254273504274,siltstone,siliciclastic
SHANKLE,C SH,2954.5,67.71,3.6,17.57,17.060823890031234,2.9,0,0.7020000000000001,3,1.232,f_siltstone,2073.641908713693,siltstone,siliciclastic
SHANKLE,C SH,2955.0,69.85,2.9,18.53,16.595869074375596,3.0,0,0.684,3,1.2199999999999998,f_siltstone,2038.630844490216,siltstone,siliciclastic
SHANKLE,C SH,2955.5,72.99,6.6,17.785,16.29296032639722,3.0,0,0.667,3,1.212,f_siltstone,2093.4890792291217,siltstone,siliciclastic
SHANKLE,C SH,2956.0,72.73,3.5,21.265,16.218100973589298,2.8,0,0.649,3,1.21,f_siltstone,1961.6981865284974,siltstone,siliciclastic
SHANKLE,C SH,2956.5,71.24,-3.0,23.97,16.29296032639722,2.8,0,0.632,3,1.212,f_siltstone,1831.616504854369,siltstone,siliciclastic
SHANKLE,C SH,2957.0,65.18,-1.1,24.32,16.368165214278086,3.3,0,0.614,3,1.214,f_siltstone,1836.4436696340258,siltstone,siliciclastic
SHANKLE,C SH,2957.5,76.51,3.1,23.925,16.595869074375596,3.3,0,0.596,3,1.2199999999999998,f_siltstone,1878.9283281733747,siltstone,siliciclastic
SHANKLE,C SH,2958.0,72.51,0.3,27.215,16.982436524617444,3.1,0,0.579,3,1.23,f_siltstone,1762.7401705115346,siltstone,siliciclastic
SHANKLE,C SH,2958.5,73.66,-8.0,30.125,17.538805018417612,2.7,0,0.561,3,1.244,f_siltstone,1625.087962962963,siltstone,siliciclastic
SHANKLE,C SH,2959.0,72.96,-12.3,29.985,17.947336268325273,2.5,0,0.544,3,1.2540000000000002,f_siltstone,1597.3267586821014,siltstone,siliciclastic
SHANKLE,C SH,2959.5,66.05,-9.4,26.215,18.03017740859569,2.8,0,0.526,3,1.256,f_siltstone,1718.7868372943326,siltstone,siliciclastic
SHANKLE,C SH,2960.0,75.61,-1.1,21.255,17.701089583174213,3.1,0,0.509,3,1.248,f_siltstone,1924.3615727002968,siltstone,siliciclastic
SHANKLE,C SH,2960.5,68.69,6.8,16.645,17.458221529205037,3.3,0,0.491,3,1.242,f_siltstone,2130.6761802575106,siltstone,siliciclastic
SHANKLE,C SH,2961.0,67.49,5.2,17.925,17.458221529205037,3.0,0,0.474,3,1.242,f_siltstone,2077.061392405063,siltstone,siliciclastic
SHANKLE,C SH,2961.5,71.32,2.0,18.325,17.378008287493753,2.9,0,0.456,3,1.24,f_siltstone,2036.7295918367347,siltstone,siliciclastic
SHANKLE,C SH,2962.0,69.16,3.5,16.405,17.060823890031234,3.1,0,0.439,3,1.232,f_siltstone,2107.75,siltstone,siliciclastic
SHANKLE,C SH,2962.5,72.18,5.7,15.525,16.672472125510627,3.3,0,0.421,3,1.222,f_siltstone,2155.210975609756,siltstone,siliciclastic
SHANKLE,C SH,2963.0,67.16,4.4,16.48,16.29296032639722,3.2,0,0.4039999999999999,3,1.212,f_siltstone,2113.883682008368,siltstone,siliciclastic
SHANKLE,C SH,2963.5,72.36,1.5,18.61,16.29296032639722,3.2,0,0.386,3,1.212,f_siltstone,2023.8413705583757,siltstone,siliciclastic
SHANKLE,C SH,2964.0,76.08,0.8,19.615,16.90440931643263,3.1,0,0.368,3,1.2279999999999998,f_siltstone,1988.1776209677419,siltstone,siliciclastic
SHANKLE,C SH,2964.5,75.85,1.8,21.045,17.864875748520507,2.9,0,0.351,3,1.252,f_siltstone,1954.6081466395108,siltstone,siliciclastic
SHANKLE,C SH,2965.0,72.11,-3.6,22.505,18.45015419179473,2.7,0,0.3329999999999999,3,1.2659999999999998,f_siltstone,1867.8337837837837,siltstone,siliciclastic
SHANKLE,C SH,2965.5,73.8,-9.0,22.545,18.62087136662868,2.9,0,0.316,3,1.2700000000000002,f_siltstone,1819.678899082569,siltstone,siliciclastic
SHANKLE,C SH,2966.0,71.57,-5.1,17.625,18.706821403658008,3.3,0,0.298,3,1.272,f_siltstone,1989.7274500475737,siltstone,siliciclastic
SHANKLE,C SH,2966.5,71.38,1.0,14.06,18.113400926196025,3.6,0,0.281,3,1.258,f_siltstone,2152.641414141414,siltstone,siliciclastic
SHANKLE,C SH,2967.0,72.44,6.2,14.855,17.538805018417612,3.1,0,0.263,3,1.244,f_siltstone,2180.6302771855007,siltstone,siliciclastic
SHANKLE,C SH,2967.5,74.87,5.8,19.845,17.538805018417612,2.8,0,0.246,3,1.244,f_siltstone,2023.16050955414,siltstone,siliciclastic
SHANKLE,C SH,2968.0,76.01,-2.7,23.955,17.458221529205037,2.4,0,0.228,3,1.242,f_siltstone,1834.41864654333,siltstone,siliciclastic
SHANKLE,C SH,2968.5,76.11,-9.0,25.4,17.218685749860068,3.0,0,0.211,3,1.236,f_siltstone,1743.7201834862385,siltstone,siliciclastic
SHANKLE,C SH,2969.0,76.47,-3.5,24.095,17.701089583174213,3.3,0,0.193,3,1.248,f_siltstone,1824.1243961352657,siltstone,siliciclastic
SHANKLE,C SH,2969.5,70.18,-5.4,24.15,18.03017740859569,3.2,0,0.175,3,1.256,f_siltstone,1807.231309297913,siltstone,siliciclastic
SHANKLE,C SH,2970.0,71.13,-10.2,24.425,17.6197604641163,2.9,0,0.158,3,1.2460000000000002,f_siltstone,1759.3368421052633,siltstone,siliciclastic
SHANKLE,C SH,2970.5,74.62,-13.2,21.35,16.749428760264372,2.9,0,0.14,3,1.224,f_siltstone,1811.647703180212,siltstone,siliciclastic
SHANKLE,C SH,2971.0,75.04,-3.6,17.66,15.631476426409538,2.9,0,0.123,3,1.194,f_siltstone,2003.4563706563706,siltstone,siliciclastic
SHANKLE,C SH,2971.5,71.03,7.1,16.71,14.190575216890926,2.5,0,0.105,3,1.1520000000000001,f_siltstone,2131.324596340151,siltstone,siliciclastic
SHANKLE,C SH,2972.0,79.47,-9.8,35.285,14.125375446227537,2.1,0,0.088,3,1.15,f_siltstone,1500.0,siltstone,siliciclastic
SHANKLE,C SH,2972.5,76.72,-9.9,51.3,16.069412530128773,1.8,0,0.07,3,1.206,f_siltstone,1500.0,siltstone,siliciclastic
SHANKLE,C SH,2973.0,75.01,-18.3,55.915,20.32357010936222,1.8,0,0.053,3,1.308,f_siltstone,1500.0,siltstone,siliciclastic
SHANKLE,C LM,2974.5,19.52,1.0,9.78,25.118864315095795,4.6,1,0.985,6,1.4,wackestone,2359.257575757576,wackestone,carbonate
SHANKLE,C LM,2975.0,28.87,8.8,9.73,27.669416454115108,4.0,1,0.97,8,1.442,packstone,2508.1427192982455,limestone,carbonate
SHANKLE,C LM,2975.5,29.43,9.1,11.93,36.47539469256076,3.6,1,0.955,8,1.5619999999999998,packstone,2433.9071397139714,limestone,carbonate
SHANKLE,C LM,2976.0,29.4,7.9,12.695,44.668359215096295,3.5,1,0.94,8,1.65,packstone,2393.347437567861,limestone,carbonate
SHANKLE,C LM,2976.5,31.05,6.4,11.9,47.20630412635907,3.6,1,0.925,8,1.6740000000000002,packstone,2403.659658119658,limestone,carbonate
SHANKLE,C LM,2977.0,35.29,6.4,10.875,43.25138310350084,3.7,1,0.91,8,1.6359999999999997,packstone,2438.9214102564106,limestone,carbonate
SHANKLE,C LM,2977.5,32.75,3.5,9.39,35.97493351557424,3.8,1,0.8959999999999999,5,1.556,mudstone,2150.4857512953367,mudstone,siliciclastic
SHANKLE,C LM,2978.0,35.61,3.0,8.16,29.92264636608189,3.9,1,0.8809999999999999,5,1.476,mudstone,2177.190721649484,mudstone,siliciclastic
SHANKLE,C LM,2978.5,36.27,5.0,7.4,25.70395782768864,3.6,1,0.866,5,1.4100000000000001,mudstone,2217.763157894737,mudstone,siliciclastic
SHANKLE,C LM,2979.0,36.51,7.7,8.56,21.87761623949554,3.2,1,0.851,5,1.3400000000000003,mudstone,2214.3973456121344,mudstone,siliciclastic
SHANKLE,C LM,2979.5,35.86,8.6,10.67,18.45015419179473,2.9,1,0.836,5,1.2659999999999998,mudstone,2165.6509846827134,mudstone,siliciclastic
SHANKLE,C LM,2980.0,33.77,8.1,12.535,15.776112696993485,2.9,1,0.821,7,1.198,dolomite,2538.6021980413493,dolomite,carbonate
SHANKLE,C LM,2980.5,28.53,7.7,13.935,13.614446824659511,2.9,1,0.8059999999999999,7,1.1340000000000003,dolomite,2479.588710725894,dolomite,carbonate
SHANKLE,C LM,2981.0,29.12,6.0,14.68,11.967405313072446,2.9,1,0.7909999999999999,7,1.0780000000000003,dolomite,2430.8340425531915,dolomite,carbonate
SHANKLE,C LM,2981.5,29.54,4.2,14.81,10.914403364487567,2.8,1,0.7759999999999999,7,1.038,dolomite,2404.4092693110642,dolomite,carbonate
SHANKLE,C LM,2982.0,29.95,2.4,13.68,10.764652136298348,2.8,1,0.7609999999999999,7,1.032,dolomite,2423.736393442623,dolomite,carbonate
SHANKLE,C LM,2982.5,29.36,1.7,12.36,11.428783347897712,3.0,1,0.746,7,1.0579999999999998,dolomite,2462.6343641912513,dolomite,carbonate
SHANKLE,C LM,2983.0,34.62,1.9,10.51,13.06170888131842,3.3,1,0.731,7,1.116,dolomite,2532.4173496432213,dolomite,carbonate
SHANKLE,C LM,2983.5,32.74,2.0,9.08,16.218100973589298,3.3,1,0.716,7,1.21,dolomite,2585.7551020408164,dolomite,carbonate
SHANKLE,C LM,2984.0,38.04,1.7,8.405,21.47830474130533,3.2,1,0.701,6,1.3319999999999999,wackestone,2411.2889623601222,wackestone,carbonate
SHANKLE,C LM,2984.5,39.18,1.5,8.235,28.575905433749465,3.2,1,0.687,6,1.456,wackestone,2414.0774111675128,wackestone,carbonate
SHANKLE,C LM,2985.0,39.55,1.9,8.035,38.37072454922788,3.3,1,0.672,6,1.584,wackestone,2425.540723751274,wackestone,carbonate
SHANKLE,C LM,2985.5,37.83,2.3,7.68,49.20395356814511,3.4,1,0.657,6,1.6920000000000002,wackestone,2441.965250767656,wackestone,carbonate
SHANKLE,C LM,2986.0,35.09,2.8,7.775,58.613816451402855,3.4,1,0.642,6,1.7679999999999998,wackestone,2445.4318930041154,wackestone,carbonate
SHANKLE,C LM,2986.5,38.17,3.8,7.92,64.56542290346556,3.6,1,0.627,6,1.81,wackestone,2453.681704781705,wackestone,carbonate
SHANKLE,C LM,2987.0,37.4,3.9,8.16,66.98846094165262,3.3,1,0.612,6,1.8259999999999998,wackestone,2447.2241935483867,wackestone,carbonate
SHANKLE,C LM,2987.5,36.2,2.6,8.54,66.98846094165262,3.4,1,0.597,6,1.8259999999999998,wackestone,2418.493018480493,wackestone,carbonate
SHANKLE,C LM,2988.0,38.73,2.4,8.6,66.06934480075958,3.4,1,0.5820000000000001,6,1.8199999999999998,wackestone,2414.044262295082,wackestone,carbonate
SHANKLE,C LM,2988.5,36.86,1.9,8.9,65.46361740672751,3.5,1,0.5670000000000001,6,1.816,wackestone,2398.2063710499488,wackestone,carbonate
SHANKLE,C LM,2989.0,38.24,2.0,8.845,64.56542290346556,3.4,1,0.552,6,1.81,wackestone,2401.20918367347,wackestone,carbonate
SHANKLE,C LM,2989.5,36.1,1.6,8.5,63.3869711256927,3.4,1,0.537,6,1.802,wackestone,2407.0154471544715,wackestone,carbonate
SHANKLE,C LM,2990.0,38.5,2.6,8.25,62.23002851691595,3.3,1,0.522,6,1.794,wackestone,2427.722997946612,wackestone,carbonate
SHANKLE,C LM,2990.5,35.87,3.0,8.42,60.25595860743578,3.4,1,0.507,6,1.78,wackestone,2427.4072164948457,wackestone,carbonate
SHANKLE,C LM,2991.0,37.2,3.6,8.495,58.613816451402855,3.3,1,0.493,6,1.7679999999999998,wackestone,2432.620539419087,wackestone,carbonate
SHANKLE,C LM,2991.5,39.89,3.1,8.695,57.54399373371567,3.6,1,0.478,6,1.7599999999999998,wackestone,2419.881785345717,wackestone,carbonate
SHANKLE,C LM,2992.0,40.73,2.9,8.505,56.49369748123023,3.7,1,0.4629999999999999,6,1.7519999999999998,wackestone,2423.420648815654,wackestone,carbonate
SHANKLE,C LM,2992.5,41.81,2.0,8.845,55.71857489319299,3.7,1,0.4479999999999999,6,1.746,wackestone,2401.20918367347,wackestone,carbonate
SHANKLE,C LM,2993.0,44.47,1.9,8.74,55.4625712957911,3.5,1,0.433,6,1.7440000000000002,wackestone,2403.2624362895003,wackestone,carbonate
SHANKLE,C LM,2993.5,43.87,1.9,8.715,54.95408738576246,3.4,1,0.418,6,1.74,wackestone,2404.05244648318,wackestone,carbonate
SHANKLE,C LM,2994.0,47.4,2.4,8.375,55.4625712957911,3.5,1,0.4029999999999999,6,1.7440000000000002,wackestone,2421.1907786885245,wackestone,carbonate
SHANKLE,C LM,2994.5,48.75,2.6,8.47,56.23413251903491,3.6,1,0.3879999999999999,6,1.75,wackestone,2420.7209445585218,wackestone,carbonate
SHANKLE,C LM,2995.0,53.77,3.1,8.2,56.75446054085472,3.6,1,0.373,6,1.754,wackestone,2435.7176986584104,wackestone,carbonate
SHANKLE,C LM,2995.5,65.61,3.2,8.555,57.54399373371567,3.7,1,0.358,6,1.7599999999999998,wackestone,2425.627892561983,wackestone,carbonate
SHANKLE,C LM,2996.0,79.98,3.0,8.435,58.613816451402855,3.8,1,0.3429999999999999,5,1.7679999999999998,mudstone,2170.103092783505,mudstone,siliciclastic
SHANKLE,C LM,2996.5,115.6,3.6,8.76,58.8843655355589,3.9,1,0.3279999999999999,5,1.77,mudstone,2167.8215767634856,mudstone,siliciclastic
SHANKLE,C LM,2997.0,200.0,3.9,8.645,59.42921586155728,4.1,1,0.313,5,1.774,mudstone,2173.8540582726328,mudstone,siliciclastic
SHANKLE,C LM,2997.5,200.0,4.9,8.42,59.97910762555096,4.1,1,0.299,5,1.778,mudstone,2189.9040483701365,mudstone,siliciclastic
SHANKLE,C LM,2998.0,200.0,5.1,8.515,61.09420249055722,4.3,1,0.284,5,1.7860000000000003,mudstone,2189.4349315068494,mudstone,siliciclastic
SHANKLE,C LM,2998.5,200.0,5.7,8.31,62.8058358813318,4.2,1,0.2689999999999999,5,1.798,mudstone,2200.942470837752,mudstone,siliciclastic
SHANKLE,C LM,2999.0,168.12,5.6,8.545,65.16283940608427,4.2,1,0.254,5,1.814,mudstone,2193.7023305084745,mudstone,siliciclastic
SHANKLE,C LM,2999.5,124.8,5.2,8.855,68.86522963442762,3.9,1,0.239,5,1.838,mudstone,2181.4820675105484,mudstone,siliciclastic
SHANKLE,C LM,3000.0,102.74,4.6,8.915,73.11390834834177,4.0,1,0.2239999999999999,5,1.864,mudstone,2173.8784067085953,mudstone,siliciclastic
SHANKLE,C LM,3000.5,102.74,4.6,8.915,73.11390834834177,4.0,1,0.2239999999999999,5,1.864,mudstone,2173.8784067085953,mudstone,siliciclastic
SHANKLE,C LM,3001.0,81.37,4.3,8.86,76.20790100254119,4.1,1,0.209,5,1.882,mudstone,2172.2975444096132,mudstone,siliciclastic
SHANKLE,C LM,3001.5,70.46,4.2,8.675,76.91304402866095,4.2,1,0.1939999999999999,5,1.886,mudstone,2176.116910229645,mudstone,siliciclastic
SHANKLE,C LM,3002.0,67.29,4.9,9.365,76.91304402866095,4.1,1,0.179,5,1.886,mudstone,2165.0617770767612,mudstone,siliciclastic
SHANKLE,C LM,3002.5,67.61,5.6,9.555,75.50922276654337,4.1,1,0.1639999999999999,5,1.878,mudstone,2166.9544491525426,mudstone,siliciclastic
SHANKLE,C LM,3003.0,68.63,5.8,9.585,76.20790100254119,4.1,1,0.149,4,1.882,marine_silt_shale,2168.12101910828,mudstone,siliciclastic
SHANKLE,C LM,3003.5,68.45,6.9,9.95,82.03515443298181,4.3,1,0.134,4,1.914,marine_silt_shale,2169.0641783029,mudstone,siliciclastic
SHANKLE,C LM,3004.0,73.25,8.4,10.39,98.17479430199845,4.4,1,0.119,4,1.992,marine_silt_shale,2171.4301310043666,mudstone,siliciclastic
SHANKLE,C LM,3004.5,73.21,7.7,9.95,119.67405313072445,4.5,1,0.104,4,2.0780000000000003,marine_silt_shale,2176.748374864572,mudstone,siliciclastic
SHANKLE,C LM,3005.0,76.24,4.0,7.9,147.23125024327194,4.6,1,0.09,8,2.168,packstone,2509.4208333333336,limestone,carbonate
SHANKLE,C LM,3005.5,52.57,-0.4,5.215,172.18685749860057,4.8,1,0.075,8,2.2359999999999998,packstone,2536.3060159362544,limestone,carbonate
SHANKLE,C LM,3006.0,32.84,-2.2,3.455,173.78008287493762,5.1,1,0.06,8,2.24,packstone,2565.723835616438,limestone,carbonate
SHANKLE,C LM,3006.5,25.16,-1.6,2.89,167.49428760264382,4.8,1,0.045,8,2.224,packstone,2592.6474803149604,limestone,carbonate
SHANKLE,C LM,3007.0,25.16,-1.6,2.89,167.49428760264382,4.8,1,0.03,8,2.224,packstone,2592.6474803149604,limestone,carbonate
SHANKLE,C LM,3007.5,26.22,-0.4,3.4,152.75660582380732,4.5,1,0.03,4,2.184,marine_silt_shale,2260.3386454183265,mudstone,siliciclastic
SHANKLE,C LM,3008.0,65.36,1.6,4.715,112.71974561755106,4.5,1,0.015,4,2.052,marine_silt_shale,2250.2083333333335,mudstone,siliciclastic
LUKE G U,A1 SH,2610.5,74.9,9.3,11.75,36.64375746478333,4.084,0,1.0,3,1.564,f_siltstone,2309.160915104741,siltstone,siliciclastic
LUKE G U,A1 SH,2611.0,83.8,12.0,13.1,30.90295432513591,3.5010000000000003,0,0.981,3,1.49,f_siltstone,2292.2954545454545,siltstone,siliciclastic
LUKE G U,A1 SH,2611.5,86.97,12.9,12.55,28.313919957993768,3.4,0,0.962,3,1.4519999999999997,f_siltstone,2319.196957520092,siltstone,siliciclastic
LUKE G U,A1 SH,2612.0,84.43,13.2,12.0,26.061535499988945,3.4,0,0.943,3,1.416,f_siltstone,2340.4783410138252,siltstone,siliciclastic
LUKE G U,A1 SH,2612.5,78.51,11.8,11.4,26.061535499988945,3.4,0,0.925,3,1.416,f_siltstone,2346.270068027211,siltstone,siliciclastic
LUKE G U,A1 SH,2613.0,73.88,11.3,11.55,26.061535499988945,3.5,0,0.906,3,1.416,f_siltstone,2336.228804960541,siltstone,siliciclastic
LUKE G U,A1 SH,2613.5,71.61,11.5,11.25,27.164392688390823,3.6,0,0.887,2,1.434,c_siltstone,2348.10593220339,siltstone,siliciclastic
LUKE G U,A1 SH,2614.0,69.86,11.7,11.05,28.313919957993768,3.7,0,0.868,2,1.4519999999999997,c_siltstone,2356.73946772367,siltstone,siliciclastic
LUKE G U,A1 SH,2614.5,69.25,11.1,10.65,29.64831389524341,3.7,0,0.8490000000000001,2,1.4719999999999998,c_siltstone,2363.537176602925,siltstone,siliciclastic
LUKE G U,A1 SH,2615.0,68.29,8.6,9.7,28.313919957993768,3.7,0,0.83,2,1.4519999999999997,c_siltstone,2366.931947483589,siltstone,siliciclastic
LUKE G U,A1 SH,2615.5,68.5,7.8,9.8,27.164392688390823,3.7,0,0.8109999999999999,2,1.434,c_siltstone,2354.8570498915406,siltstone,siliciclastic
LUKE G U,A1 SH,2616.0,73.65,6.3,10.65,22.3872113856834,3.5,0,0.792,2,1.35,c_siltstone,2311.734204909285,siltstone,siliciclastic
LUKE G U,A1 SH,2616.5,92.68,9.2,13.2,13.614446824659511,3.3,0,0.774,2,1.1340000000000003,c_siltstone,2261.8140969162996,siltstone,siliciclastic
LUKE G U,A1 SH,2617.0,107.22,11.3,15.75,9.246981739382225,3.3,0,0.755,2,0.966,c_siltstone,2198.9120067643744,siltstone,siliciclastic
LUKE G U,A1 SH,2617.5,132.81,16.7,19.65,7.447319739059893,3.4,0,0.736,2,0.8720000000000001,c_siltstone,2108.056362545018,siltstone,siliciclastic
LUKE G U,A1 SH,2618.0,151.94,0.0,29.9,6.280583588133178,3.6,0,0.7170000000000001,2,0.7979999999999999,c_siltstone,1682.9,siltstone,siliciclastic
LUKE G U,A1 SH,2618.5,154.37,3.1,31.45,6.025595860743578,3.4,0,0.698,2,0.78,c_siltstone,1653.7219298245614,siltstone,siliciclastic
LUKE G U,A1 SH,2619.0,153.77,8.4,34.1,6.025595860743578,3.0,0,0.679,2,0.78,c_siltstone,1592.214847161572,siltstone,siliciclastic
LUKE G U,A1 SH,2619.5,132.29,8.2,34.1,6.025595860743578,2.8,0,0.66,2,0.78,c_siltstone,1591.6668845315903,siltstone,siliciclastic
LUKE G U,A1 SH,2620.0,102.28,0.0,30.0,6.854882264526613,2.6,0,0.642,3,0.8359999999999999,f_siltstone,1680.0,siltstone,siliciclastic
LUKE G U,A1 SH,2620.5,77.82,17.9,20.15,7.447319739059893,2.4,0,0.623,3,0.8720000000000001,f_siltstone,2097.796041412911,siltstone,siliciclastic
LUKE G U,A1 SH,2621.0,67.52,10.1,12.25,7.798301105232589,2.5,0,0.604,3,0.8920000000000001,f_siltstone,2301.2887096774193,siltstone,siliciclastic
LUKE G U,A1 SH,2621.5,61.32,7.0,8.1,8.128305161640991,2.8,0,0.585,3,0.9099999999999999,f_siltstone,2398.9193548387093,siltstone,siliciclastic
LUKE G U,A1 SH,2622.0,58.69,7.1,7.95,8.128305161640991,3.0,0,0.5660000000000001,2,0.9099999999999999,c_siltstone,2404.7799246501613,siltstone,siliciclastic
LUKE G U,A1 SH,2622.5,54.36,6.3,8.55,8.511380382023763,3.3,0,0.547,2,0.9299999999999999,c_siltstone,2376.7288687299897,siltstone,siliciclastic
LUKE G U,A1 SH,2623.0,52.75,4.8,10.4,8.128305161640991,3.5,0,0.528,2,0.9099999999999999,c_siltstone,2302.793277310924,siltstone,siliciclastic
LUKE G U,A1 SH,2623.5,51.96,4.7,11.15,8.511380382023763,3.4,0,0.509,2,0.9299999999999999,c_siltstone,2278.8530430220358,siltstone,siliciclastic
LUKE G U,A1 SH,2624.0,54.01,4.5,11.65,9.246981739382225,3.4,0,0.491,2,0.966,c_siltstone,2261.4803664921465,siltstone,siliciclastic
LUKE G U,A1 SH,2624.5,54.16,4.6,12.2,9.68277856261249,3.4,0,0.472,2,0.986,c_siltstone,2245.840461215933,siltstone,siliciclastic
