RPC,Description,Lithology,Vp,Vs,Rho,Rho_n
100973,Marcellus Black Shale,shale,4876.972675,2736.793518,2509.999991,2473.823702895635
100815,Woodford Shale,shale,2902.0,1610.0,2130.0,2151.3029792495445
100828,Jurassic Shale (Table 7.2) Outcrop,shale,3436.0,1762.0,2500.0,2473.831803254808
101062,Shale 2 (Density is assumed constant),shale,3466.670036,1877.779961,2600.0,2615.9726740413143
100364,Bakken Formation,shale,3510.0,2030.0,2340.0,2373.354240042797
100032,Shale,shale,3360.904932,1686.6191629999994,2408.0,2359.5803335069663
100367,Bakken Formation,shale,3720.0,2250.0,2380.0,2392.4133444441563
101102,Oficina Sandy Shale,shale,3291.0,2076.0,2390.0,2381.450842661072
100984,Olentangy Shale,shale,4124.915123,2569.917917,2680.0000670000004,2666.386860808825
100425,Tight gas shale,shale,3537.0,2168.0,2470.0,2441.533631987586
100036,Shale,shale,3314.162254,1620.016217,2511.0,2493.7916969095318
100418,Tight gas shale,shale,3214.0,2104.0,2420.0,2418.5508067945293
100092,Mesaverde mudshale,shale,4529.0,2703.0,2520.0,2552.656726362469
101103,Oficina Sandy Shale,shale,3361.0,2103.0,2390.0,2354.1588231066426
100394,Nahr Umr Shale,shale,4158.0,1622.0,2567.0,2587.725864798253
100057,Shale,shale,3353.567123000001,1578.86827,2439.0,2479.113071512001
100416,Tight gas shale,shale,3522.0,2314.0,2410.0,2395.6101937949247
100818,Woodford Shale,shale,2615.0,1571.0,2180.0,2217.2037549967786
101016,Gray Shale,shale,4376.218796,2709.828854,2710.0000379999997,2728.189793777223
101019,Gray Shale,shale,4646.150589,2855.692864,2710.0000379999997,2691.3527917303422
100831,Kimmeridge Shale,shale,3246.0,1706.0,2590.0,2601.46570353371
100433,Barnett Shale,shale,2429.5022489999997,1680.15635,2338.000059,2345.1165196528327
100043,Shale,shale,3222.822905,1606.200934,2535.0,2543.3063638457197
100987,Olentangy Shale,shale,4615.839005,2731.7917350000002,2680.0000670000004,2678.980268340329
100053,Shale,shale,2530.191422,1494.822502,2354.0,2335.4860101977665
100832,Kimmeridge Shale,shale,3392.0,1811.0,2590.0,2594.364707404517
100990,Olentangy Shale,shale,4921.018124,2785.89201,2680.0000670000004,2659.6142037112672
100551,NW Shelf Australia Shale,shale,3081.0,2250.0,2450.0,2406.3007935866026
100065,Hard shale,shale,3839.3857479999997,2409.195423,2605.0,2597.642100713232
101042,Shale 2 (Density is assumed constant),shale,2933.330059,1555.559993,2600.0,2637.755713961533
100970,Marcellus Black Shale,shale,4534.067631,2625.3438,2509.999991,2538.400014510005
100081,Hard shale,shale,4333.960056,2675.492525,2597.0,2574.8706661279925
100042,Shale,shale,3911.908865,2169.936657,2574.0,2584.758998187872
101010,Gray Shale,shale,3774.06168,2360.499144000001,2710.0000379999997,2677.354974510159
101003,Brown Gas Shale,shale,4614.006996,2636.877775,2559.999943,2584.020790822455
100976,Marcellus Black Shale,shale,5181.948662,2829.835415,2509.999991,2539.5937525970435
100434,Caney Shale,shale,1672.118664,1144.8214050000001,2289.000034,2337.6129033682323
101015,Gray Shale,shale,4212.965488,2584.369659,2710.0000379999997,2758.1948946011626
100054,Shale,shale,3080.177784,1347.708464,2439.0,2419.8381513708496
101002,Brown Gas Shale,shale,4410.569668,2629.460573,2559.999943,2609.1219336007234
101106,Oficina Dolomitized Shale,shale,5172.0,3021.0,2780.0,2774.986664269791
100079,Hard shale,shale,4173.278332,2638.537407,2597.0,2549.8436248679363
101017,Gray Shale,shale,4451.460362,2750.377417,2710.0000379999997,2680.8628689611874
100968,Marcellus Black Shale,shale,4224.761009000002,2516.875267000001,2509.999991,2486.4911492213905
100363,Bakken Formation,shale,3460.0,2000.0,2330.0,2304.474350247075
100415,Tight gas shale,shale,3880.0,2453.0,2490.0,2502.688718896903
100216,Greenhorn Shale (5kft @ 1bar),shale,3048.0,1490.0,2420.0,2378.5431564179626
100413,Tight gas shale,shale,3512.0,2349.0,2450.0,2495.290824783
101114,Oficina Dolomitized Shale,shale,5284.0,3058.0,2780.0,2823.2877330782417
100038,Shale,shale,3379.4331549999997,1698.574066,2499.0,2460.075096553685
100426,Tight gas shale,shale,3480.0,2175.0,2480.0,2490.9959781343728
100966,Marcellus Black Shale,shale,3956.939459,2411.790371,2509.999991,2546.75438732454
100072,Hard shale,shale,3774.891853,2508.9330670000004,2626.0,2667.1024353651237
100126,Shale,shale,3377.0,1490.0,2420.0,2413.1634246275266
101020,Gray Shale,shale,4752.160072,2881.420374,2710.0000379999997,2661.8036547437296
101107,Oficina Dolomitized Shale,shale,5181.0,3021.0,2780.0,2803.5910534911877
100074,Hard shale,shale,3870.5246450000004,2535.355568,2626.0,2602.079711660306
100432,Barnett Shale,shale,2989.703894,2235.1949219999997,2562.000036,2551.2508794605546
100981,Olentangy Shale,shale,3730.6714060000004,2435.7411859999997,2680.0000670000004,2634.85599513721
100049,Shale,shale,2449.137688,1420.602441,2319.0,2269.422438768905
100066,Hard shale,shale,3902.3590090000002,2426.659346,2605.0,2642.62435338608
101043,Shale 2 (Density is assumed constant),shale,2900.000095,1577.780008,2600.0,2637.5507936436497
100994,Brown Gas Shale,shale,3573.994637,2279.322863,2559.999943,2526.1055289716264
101008,Brown Gas Shale,shale,5134.899139,2984.333992000001,2559.999943,2564.9209708394114
100055,Shale,shale,3214.996576,1462.9495140000001,2439.0,2420.255870685101
101009,Gray Shale,shale,3067.506075,2207.0000170000008,2710.0000379999997,2664.8890850659104
100107,Mesaverde mudshale,shale,4296.0,2471.0,2660.0,2692.037615547506
100974,Marcellus Black Shale,shale,4978.0392649999985,2772.948504,2509.999991,2503.993847431081
100056,Shale,shale,3287.508011,1523.3591800000006,2439.0,2402.08156395227
100736,Beijing Jurassic Shale,shale,5180.48,2188.68,2550.0,2530.844346103685
101063,Mancos Shale (Decane Saturated),shale,3441.8400880000013,2117.649902,2600.0,2607.5486972603007
100735,Beijing Jurassic Shale,shale,5159.53,2134.35,2550.0,2501.602393772761
100435,Caney Shale,shale,1694.716096,1123.373032,2298.000097,2272.437648718755
101018,Gray Shale,shale,4549.847126,2816.6611199999998,2710.0000379999997,2736.8844515600645
100047,Shale,shale,2357.6323989999996,1375.884175,2319.0,2365.237903228682
100051,Shale,shale,2464.704037,1470.468283,2354.0,2382.6469952257457
100128,Green River shale,shale,4167.0,2432.0,2310.0,2337.9858497209675
100998,Brown Gas Shale,shale,3862.884522,2436.698675,2559.999943,2564.3954208220002
101105,Oficina Sandy Shale,shale,3453.0,2136.0,2390.0,2392.586042533323
100062,Shale,shale,3004.095554,1434.355974,2440.0,2445.0680800878245
101113,Oficina Dolomitized Shale,shale,5267.0,3054.0,2780.0,2781.691251441749
100424,Tight gas shale,shale,3536.0,2329.0,2430.0,2421.7737013628603
100992,Olentangy Shale,shale,5092.429161,2845.525503000001,2680.0000670000004,2667.2169124433467
100044,Shale,shale,3324.6433739999998,1667.652607,2535.0,2570.0526959274425
100975,Marcellus Black Shale,shale,5077.095032,2787.278891,2509.999991,2521.5014854354954
100145,Limestone-shale,limestone,3306.0,1819.0,2440.0,2442.305414678517
100146,LS-anisotropic shale,limestone,3306.0,1819.0,2440.0,2462.3276583749835
101422,DSDP S.210 616 M,limestone,2055.77,441.27,2080.0,2112.0845711081424
101423,DSDP S.210 616 M,limestone,2077.43,441.27,2080.0,2121.29651134608
101486,DSDP S.288 270 M,limestone,2023.62,731.96,1830.0,1830.96238969138
101487,DSDP S.288 270 M,limestone,2077.43,742.78,1830.0,1866.185710212699
101488,DSDP S.288 271.0M,limestone,1991.14,699.8,1780.0,1782.729647226576
101489,DSDP S.288 271.0M,limestone,2023.62,635.17,1780.0,1745.8790272060294
101490,DSDP S.288 271.5M,limestone,1948.16,721.13,1810.0,1830.829669643969
101491,DSDP S.288 271.5M,limestone,1991.14,678.15,1810.0,1764.2367704291898
101492,DSDP S.288 307.0M,limestone,2034.45,753.61,1950.0,1913.907872402519
101493,DSDP S.288 307.0M,limestone,2120.41,796.59,1950.0,1908.0126294831625
101495,DSDP S.288 346.0M,limestone,2260.5,1011.81,1880.0,1848.4356445606445
101496,DSDP S.288 346.0M,limestone,2325.13,1011.81,1880.0,1894.5642928733253
101497,DSDP S.288 346.5M,limestone,2217.19,958.01,1870.0,1836.611294482136
101498,DSDP S.288 346.5M,limestone,2271.0,947.18,1870.0,1880.358364474707
101499,DSDP S.288 383 M,limestone,1905.18,656.5,1790.0,1830.0740525762396
101500,DSDP S.288 383 M,limestone,1948.16,656.5,1790.0,1785.7428247068078
101503,DSDP S.288 420.0M,limestone,2088.25,882.55,1820.0,1804.809909427551
101504,DSDP S.288 420.0M,limestone,2195.87,882.55,1820.0,1794.6114254196084
101505,DSDP S.288 420.5M,limestone,2378.94,1076.44,1870.0,1847.438311407468
101506,DSDP S.288 420.5M,limestone,2421.92,1076.44,1870.0,1877.1245845003546
101507,DSDP S.288 458.0M,limestone,2281.82,839.57,1830.0,1859.7668262091388
101508,DSDP S.288 458.0M,limestone,2174.21,785.76,1830.0,1870.309220193569
101509,DSDP S.288 458.5M,limestone,2001.97,688.98,1890.0,1882.2917832147186
101510,DSDP S.288 458.5M,limestone,2023.62,710.3,1890.0,1912.2643196058207
101511,DSDP S.288 459.0M,limestone,2055.77,699.8,1880.0,1926.236154503894
101512,DSDP S.288 459.0M,limestone,2066.6,688.98,1880.0,1916.2565709430194
101513,DSDP S.288 459.5M,limestone,1948.16,710.3,1840.0,1880.3113117455443
101515,DSDP S.288 535.0M,limestone,2001.97,581.36,1780.0,1829.983233792653
101516,DSDP S.288 535.0M,limestone,1958.99,591.86,1780.0,1825.1660671251025
101517,DSDP S.288 535.5M,limestone,1958.99,538.06,1760.0,1721.7535085081188
101518,DSDP S.288 535.5M,limestone,1991.14,538.06,1760.0,1773.9318195137525
101527,DSDP S.288 609 M,limestone,1873.03,645.67,1860.0,1882.065295332836
101528,DSDP S.288 609 M,limestone,1937.34,645.67,1860.0,1876.1917038351362
101533,DSDP S.288 686 M,limestone,1905.18,548.88,1940.0,1967.9525274000305
101534,DSDP S.288 686 M,limestone,2001.97,559.71,1940.0,1922.8885002809045
101535,DSDP S.288 743 M,limestone,2443.24,1065.62,2190.0,2201.05956690789
101536,DSDP S.288 743 M,limestone,2647.97,1054.79,2190.0,2209.695766333057
101537,DSDP S.288 744 M,limestone,2368.11,1076.44,2020.0,2026.037918598145
101538,DSDP S.288 744 M,limestone,2583.33,1119.42,2020.0,2031.4093228807776
101539,DSDP S.288 745 M,limestone,2400.26,1119.42,2010.0,1997.6937779719808
101540,DSDP S.288 745 M,limestone,2690.94,1291.67,2010.0,2028.6098157280398
101545,DSDP S.288 847 M,limestone,2798.56,1442.26,2120.0,2118.014868817414
101546,DSDP S.288 847 M,limestone,2970.8,1528.54,2120.0,2074.4058806408802
101547,DSDP S.288 848.0M,limestone,2820.21,1453.08,2150.0,2120.3624378838795
101548,DSDP S.288 848.0M,limestone,3100.07,1485.56,2150.0,2106.708294382774
101549,DSDP S.288 848.5M,limestone,3002.95,1506.89,2160.0,2158.831257368452
101550,DSDP S.288 848.5M,limestone,3121.39,1528.54,2160.0,2114.656686060817
101551,DSDP S.288 849.0M,limestone,2712.6,1377.62,2160.0,2126.7259114332924
101552,DSDP S.288 849.0M,limestone,2970.8,1420.93,2160.0,2198.8290648308844
101553,DSDP S.288 849.5M,limestone,2572.51,1377.62,2140.0,2100.783481746341
101554,DSDP S.288 849.5M,limestone,2927.82,1399.28,2140.0,2155.226520582823
101555,DSDP S.288 849.7M,limestone,2583.33,1367.13,2160.0,2130.1500914569424
101556,DSDP S.288 849.7M,limestone,2820.21,1367.13,2160.0,2177.0755546261184
101563,DSDP S.288 857 M,limestone,2583.33,1474.74,2090.0,2106.114951718036
101564,DSDP S.288 857 M,limestone,2959.97,1614.5,2090.0,2102.1938959099275
101567,DSDP S.288 859.5M,limestone,3315.29,1765.42,2340.0,2321.636871813108
101573,DSDP S.288 868.0M,limestone,3250.66,1840.55,2250.0,2295.873132700296
101574,DSDP S.288 868.0M,limestone,3584.32,1873.03,2250.0,2236.6657663609008
101575,DSDP S.288 868.5M,limestone,2594.16,1399.28,2180.0,2146.231412362508
101576,DSDP S.288 868.5M,limestone,2916.99,1453.08,2180.0,2140.627188305713
101577,DSDP S.288 876 M,limestone,2755.58,1377.62,2120.0,2156.514408356918
101578,DSDP S.288 876 M,limestone,2884.84,1420.93,2120.0,2081.4263455370588
101579,DSDP S.288 877 M,limestone,3218.5,1786.75,2270.0,2266.914434758849
101580,DSDP S.288 877 M,limestone,3530.51,1873.03,2270.0,2313.779556288894
101581,DSDP S.288 879 M,limestone,3433.73,1883.53,2350.0,2360.789158129267
101585,DSDP S.288 914 M,limestone,2615.49,1345.47,2130.0,2176.300791220054
101586,DSDP S.288 914 M,limestone,3100.07,1399.28,2130.0,2127.80118966667
101591,DSDP S.288 971 M,limestone,2970.8,1528.54,2310.0,2282.4298571825875
101592,DSDP S.288 971 M,limestone,3250.66,1593.18,2310.0,2308.863575044947
101593,DSDP S.288 981 M,limestone,3379.92,1829.72,2390.0,2426.6708661154253
101682,DSDP S.289 430 M,limestone,2066.6,699.8,1750.0,1778.9897881448605
101683,DSDP S.289 430 M,limestone,2109.58,635.17,1750.0,1735.9671774873364
101687,DSDP S.289 499 M,limestone,2109.58,645.67,1800.0,1808.8813390085425
101695,DSDP S.289 551 M,limestone,2228.02,828.74,1800.0,1777.1922538190156
101696,DSDP S.289 551 M,limestone,2271.0,796.59,1800.0,1778.148459999083
101699,DSDP S.289 582 M,limestone,2217.19,796.59,1820.0,1807.9159311245533
101700,DSDP S.289 582 M,limestone,2185.04,753.61,1820.0,1844.4978532645496
101701,DSDP S.289 590 M,limestone,2249.67,861.22,1820.0,1843.1709828774588
101702,DSDP S.289 590 M,limestone,2228.02,839.57,1820.0,1867.243889561042
101703,DSDP S.289 601 M,limestone,2314.3,828.74,1870.0,1867.3116508101386
101704,DSDP S.289 601 M,limestone,2260.5,753.61,1870.0,1917.5085295788
101705,DSDP S.289 610 M,limestone,2260.5,850.39,1820.0,1792.909649816837
101706,DSDP S.289 610 M,limestone,2238.85,817.91,1820.0,1819.0421944973004
101707,DSDP S.289 611 M,limestone,2303.48,904.2,1800.0,1758.6840058716214
101708,DSDP S.289 611 M,limestone,2238.85,904.2,1800.0,1773.3808367553274
101709,DSDP S.289 618 M,limestone,2368.11,1022.64,1830.0,1859.9257725057867
101710,DSDP S.289 618 M,limestone,2389.44,1022.64,1830.0,1820.244234509604
101711,DSDP S.289 622 M,limestone,2432.74,1033.46,1850.0,1879.570600723516
101712,DSDP S.289 622 M,limestone,2454.07,1054.79,1850.0,1845.39204699828
101713,DSDP S.289 628 M,limestone,2260.5,958.01,1860.0,1855.4360575286883
101714,DSDP S.289 628 M,limestone,2325.13,882.55,1860.0,1891.8537897597187
101719,DSDP S.289 656 M,limestone,2249.67,882.55,1830.0,1854.5816032778823
101720,DSDP S.289 656 M,limestone,2325.13,817.91,1830.0,1797.2687858465802
101721,DSDP S.289 659 M,limestone,2400.26,990.16,1860.0,1820.533777671972
101722,DSDP S.289 659 M,limestone,2475.72,990.16,1860.0,1905.313218533113
101723,DSDP S.289 666 M,limestone,2260.5,882.55,1820.0,1865.1871132442373
101724,DSDP S.289 666 M,limestone,2335.63,796.59,1820.0,1866.00559518212
101725,DSDP S.289 697 M,limestone,2303.48,925.52,1810.0,1827.486841951916
101726,DSDP S.289 697 M,limestone,2346.46,947.18,1810.0,1776.6836697411295
101727,DSDP S.289 705 M,limestone,2271.0,893.37,1920.0,1952.3179423593665
101728,DSDP S.289 705 M,limestone,2389.44,915.03,1920.0,1905.4911164550101
101730,DSDP S.289 714 M,limestone,2325.13,947.18,1930.0,1978.0624029848525
101733,DSDP S.289 736 M,limestone,2152.89,850.39,1880.0,1844.746455551886
101734,DSDP S.289 736 M,limestone,2335.63,925.52,1880.0,1853.0880858054386
101736,DSDP S.289 742 M,limestone,2142.06,774.93,1850.0,1808.6157894946955
101737,DSDP S.289 780 M,limestone,2271.0,1065.62,1950.0,1918.8206375420546
101738,DSDP S.289 780 M,limestone,2432.74,990.16,1950.0,1999.4378701945093
101739,DSDP S.289 789 M,limestone,2249.67,990.16,1900.0,1890.8554651442312
101740,DSDP S.289 789 M,limestone,2346.46,990.16,1900.0,1913.8918747274647
101741,DSDP S.289 799 M,limestone,2325.13,1022.64,1880.0,1923.0993881435488
101742,DSDP S.289 799 M,limestone,2389.44,1011.81,1880.0,1880.4287877764373
101743,DSDP S.289 828 M,limestone,2626.31,1216.21,1770.0,1795.487018310748
101744,DSDP S.289 828 M,limestone,2647.97,1194.88,1770.0,1815.9650386205526
101745,DSDP S.289 847 M,limestone,2518.7,1119.42,1910.0,1888.9507585210056
101746,DSDP S.289 847 M,limestone,2615.49,1141.08,1910.0,1917.9269727667333
101747,DSDP S.289 895 M,limestone,2335.63,925.52,1910.0,1928.296523548829
101748,DSDP S.289 895 M,limestone,2454.07,936.35,1910.0,1899.3583440793107
101749,DSDP S.289 904 M,limestone,2314.3,817.91,1910.0,1869.1278349648
101750,DSDP S.289 904 M,limestone,2368.11,839.57,1910.0,1891.9079889650925
101751,DSDP S.289 913 M,limestone,2604.99,1270.01,1940.0,1953.3210129232873
101752,DSDP S.289 913 M,limestone,2701.77,1313.32,1940.0,1913.605566553185
101753,DSDP S.289 916 M,limestone,2561.68,968.83,1870.0,1821.900391123168
101754,DSDP S.289 916 M,limestone,2497.05,968.83,1870.0,1844.4358887225333
101755,DSDP S.289 924 M,limestone,2658.79,1302.49,1950.0,1998.0617607537
101756,DSDP S.289 924 M,limestone,2712.6,1248.69,1950.0,1913.880817220519
101757,DSDP S.289 933 M,limestone,2776.9,1248.69,1910.0,1950.2757849023
101758,DSDP S.289 933 M,limestone,2820.21,1227.03,1910.0,1906.7762995546707
101759,DSDP S.289 941 M,limestone,2723.1,1270.01,1900.0,1942.4251154198976
101760,DSDP S.289 941 M,limestone,2680.12,1248.69,1900.0,1938.0798299024937
101761,DSDP S.289 951 M,limestone,2346.46,947.18,1960.0,1957.4030986349226
101762,DSDP S.289 951 M,limestone,2421.92,925.52,1960.0,1956.305780334838
101763,DSDP S.289 953 M,limestone,2712.6,1141.08,1940.0,1974.9898492894488
101764,DSDP S.289 953 M,limestone,2766.4,1141.08,1940.0,1921.742018380081
101765,DSDP S.289 961.0M,limestone,2368.11,947.18,1990.0,1975.4860235160165
101766,DSDP S.289 961.0M,limestone,2518.7,947.18,1990.0,1983.9844067505605
101767,DSDP S.289 961.5M,limestone,2604.99,1216.21,2020.0,2069.114340331648
101768,DSDP S.289 961.5M,limestone,2766.4,1248.69,2020.0,2010.9426862589835
101773,DSDP S.289 999 M,limestone,2432.74,1119.42,1970.0,1978.690581024753
101774,DSDP S.289 999 M,limestone,2583.33,1141.08,1970.0,1921.5956007971454
101775,DSDP S.289 1009.0M,limestone,2615.49,1162.4,2000.0,1956.4785262711512
101776,DSDP S.289 1009.0M,limestone,2798.56,1184.06,2000.0,2033.4675953738706
101777,DSDP S.289 1009.5M,limestone,2518.7,1194.88,2010.0,2046.1827387930189
101778,DSDP S.289 1009.5M,limestone,2723.1,1248.69,2010.0,2045.4039910242109
101779,DSDP S.289 1017 M,limestone,2680.12,1141.08,1980.0,1964.920771337103
101780,DSDP S.289 1017 M,limestone,2895.34,1173.23,1980.0,1961.0774671662307
101783,DSDP S.289 1027 M,limestone,3024.61,1367.13,2100.0,2101.231835264936
101784,DSDP S.289 1027 M,limestone,3121.39,1399.28,2100.0,2135.472641678767
101820,DSDP S.289 1175 M,limestone,2690.94,1205.38,2100.0,2090.470023436836
101823,DSDP S.289 1233 M,limestone,2874.02,1571.52,2140.0,2160.5141048682235
101824,DSDP S.289 1233 M,limestone,3143.04,1743.77,2140.0,2160.763468787789
102841,SOLENHOFEN LIMESTONE 69-2,limestone,1845.0,969.0,,
101127,PICKETT LIMESTONE,limestone,1910.14,988.49,,
102855,SOLENHOFEN LIMESTONE 69-2,limestone,5940.0,3140.0,,
102846,SOLENHOFEN LIMESTONE 69-2,limestone,1887.0,990.0,,
101131,PICKETT LIMESTONE,limestone,1849.71,993.31,,
101143,PICKETT LIMESTONE,limestone,5753.28,3086.94,,
101145,PICKETT LIMESTONE,limestone,5863.52,2966.86,,
101151,PICKETT LIMESTONE,limestone,5447.18,2899.93,,
101125,PICKETT LIMESTONE,limestone,1927.17,1001.38,,
101117,PICKETT LIMESTONE,limestone,1956.5,1021.26,,
101121,PICKETT LIMESTONE,limestone,1938.88,1007.87,,
101136,PICKETT LIMESTONE,limestone,5895.34,3227.69,,
102847,SOLENHOFEN LIMESTONE 69-2,limestone,1878.0,990.0,,
102845,SOLENHOFEN LIMESTONE 69-2,limestone,1893.0,990.0,,
101157,PICKETT LIMESTONE,limestone,5147.31,2625.66,,
101123,PICKETT LIMESTONE,limestone,1898.82,1016.14,,
101122,PICKETT LIMESTONE,limestone,1921.46,1022.93,,
101153,PICKETT LIMESTONE,limestone,5378.94,2843.83,,
102848,SOLENHOFEN LIMESTONE 69-2,limestone,1869.0,990.0,,
101148,PICKETT LIMESTONE,limestone,5722.77,2851.71,,
101135,PICKETT LIMESTONE,limestone,1808.27,954.82,,
101144,PICKETT LIMESTONE,limestone,5692.26,3037.07,,
101154,PICKETT LIMESTONE,limestone,5260.5,2801.18,,
101159,PICKETT LIMESTONE,limestone,4823.82,2563.65,,
101155,PICKETT LIMESTONE,limestone,5260.5,2752.3,,
102854,SOLENHOFEN LIMESTONE 69-2,limestone,1812.0,948.0,,
101146,PICKETT LIMESTONE,limestone,5879.27,2949.8,,
101164,PICKETT LIMESTONE,limestone,4390.09,2360.56,,
102853,SOLENHOFEN LIMESTONE 69-2,limestone,1980.0,954.0,,
101124,PICKETT LIMESTONE,limestone,1893.31,1006.2,,
102844,SOLENHOFEN LIMESTONE 69-2,limestone,1896.0,987.0,,
101152,PICKETT LIMESTONE,limestone,5365.81,2863.52,,
101126,PICKETT LIMESTONE,limestone,1915.85,999.71,,
101129,PICKETT LIMESTONE,limestone,1876.68,993.31,,
101149,PICKETT LIMESTONE,limestone,5475.07,2916.34,,
101163,PICKETT LIMESTONE,limestone,4596.78,2387.8,,
101150,PICKETT LIMESTONE,limestone,5488.85,2903.87,,
101130,PICKETT LIMESTONE,limestone,1876.68,983.76,,
101138,PICKETT LIMESTONE,limestone,1803.35,941.73,,
101142,PICKETT LIMESTONE,limestone,5895.34,3068.57,,
101118,PICKETT LIMESTONE,limestone,1950.49,1014.47,,
101162,PICKETT LIMESTONE,limestone,4666.34,2474.08,,
102842,SOLENHOFEN LIMESTONE 69-2,limestone,1875.0,978.0,,
102852,SOLENHOFEN LIMESTONE 69-2,limestone,1821.0,957.0,,
102843,SOLENHOFEN LIMESTONE 69-2,limestone,1890.0,984.0,,
101141,PICKETT LIMESTONE,limestone,5911.75,3082.35,,
101134,PICKETT LIMESTONE,limestone,1834.06,957.78,,
101119,PICKETT LIMESTONE,limestone,1950.49,1014.47,,
102242,R.PRICE 10921.5 #43,dolomite,4265.09,2555.77,2340.0,2318.184590418665
102096,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0,2705.9387555262024
102196,R.PRICE 10913.5 #35,dolomite,4855.64,2841.21,2440.0,2435.40362591893
102071,R.PRICE 10883.5 #7,dolomite,4986.88,3034.78,2570.0,2573.302019552264
102089,R.PRICE 10883.5 #7,dolomite,5544.62,3070.87,2570.0,2559.995058824221
102081,R.PRICE 10883.5 #7,dolomite,4986.88,2732.94,2570.0,2544.1991386037284
102256,R.PRICE 10921.5 #43,dolomite,4461.94,2431.1,2340.0,2310.7727552458546
102150,R.PRICE 10901.5 #25,dolomite,5216.54,2801.84,2530.0,2480.650146322078
102267,R.PRICE 10926.5 #48,dolomite,5774.28,3379.27,2560.0,2580.380454038579
102221,R.PRICE 10916.5 #38,dolomite,5282.15,2995.41,2440.0,2469.2685963555164
102116,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0,2683.8705140788543
102274,R.PRICE 10926.5 #48,dolomite,5741.47,3221.78,2560.0,2533.901675395383
102249,R.PRICE 10921.5 #43,dolomite,4002.62,2083.33,2340.0,2388.188621021648
102140,R.PRICE 10901.5 #25,dolomite,5052.49,2962.6,2530.0,2539.5011937072736
102121,R.PRICE 10890.5 #14,dolomite,5314.96,3172.57,2640.0,2636.6601196349147
102264,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2569.110252604717
102180,R.PRICE 10909.5 #31,dolomite,4625.98,2765.75,2370.0,2364.6598479352465
102297,R.PRICE 10928.5 #50,dolomite,4527.56,2434.38,2310.0,2299.1671054280464
102141,R.PRICE 10901.5 #25,dolomite,5314.96,3136.48,2530.0,2572.2417818335675
102215,R.PRICE 10913.5 #35,dolomite,5610.24,3028.22,2440.0,2417.887121796965
102224,R.PRICE 10916.5 #38,dolomite,5249.34,3011.81,2440.0,2398.4339372320624
102272,R.PRICE 10926.5 #48,dolomite,5708.66,3231.63,2560.0,2585.716693597929
102135,R.PRICE 10901.5 #25,dolomite,4691.6,2874.02,2530.0,2562.781774315638
102094,R.PRICE 10889.5 #13,dolomite,5675.85,3412.07,2690.0,2690.369468217226
102142,R.PRICE 10901.5 #25,dolomite,4396.33,2588.58,2530.0,2518.1871683480717
102152,R.PRICE 10901.5 #25,dolomite,5479.0,2962.6,2530.0,2486.023985630356
102091,R.PRICE 10889.5 #13,dolomite,5216.54,3123.36,2690.0,2666.705131852106
102222,R.PRICE 10916.5 #38,dolomite,5249.34,2998.69,2440.0,2474.531419697467
102227,R.PRICE 10916.5 #38,dolomite,4921.26,2601.71,2440.0,2390.7637978837965
102093,R.PRICE 10889.5 #13,dolomite,5577.43,3346.46,2690.0,2674.72679875615
102136,R.PRICE 10901.5 #25,dolomite,4986.88,2942.91,2530.0,2564.547424119076
102298,R.PRICE 10928.5 #50,dolomite,4625.98,2529.53,2310.0,2262.1977999596484
102144,R.PRICE 10901.5 #25,dolomite,4954.07,2657.48,2530.0,2545.1358370180715
102248,R.PRICE 10921.5 #43,dolomite,3608.92,1916.01,2340.0,2357.610724391925
102087,R.PRICE 10883.5 #7,dolomite,5314.96,2890.42,2570.0,2606.9339057538473
102197,R.PRICE 10913.5 #35,dolomite,5019.69,2916.67,2440.0,2437.0228305005467
102206,R.PRICE 10913.5 #35,dolomite,5019.69,2578.74,2440.0,2444.695776679752
102250,R.PRICE 10921.5 #43,dolomite,4232.28,2191.6,2340.0,2368.122900955925
102228,R.PRICE 10916.5 #38,dolomite,5019.69,2719.82,2440.0,2415.0926906353225
102205,R.PRICE 10913.5 #35,dolomite,4888.45,2828.08,2440.0,2453.270124244777
102187,R.PRICE 10909.5 #31,dolomite,4560.37,2457.35,2370.0,2338.609059195915
102278,R.PRICE 10926.5 #48,dolomite,5905.51,3313.65,2560.0,2576.296356958176
102165,R.PRICE 10908.5 #30,dolomite,4527.56,2467.19,2390.0,2342.1530294870577
102266,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2570.820194782801
102133,R.PRICE 10901.5 #25,dolomite,4330.71,2562.34,2530.0,2547.2343626083607
102146,R.PRICE 10901.5 #25,dolomite,5249.34,2847.77,2530.0,2485.168085192838
102095,R.PRICE 10889.5 #13,dolomite,5741.47,3412.07,2690.0,2668.961667289407
102212,R.PRICE 10913.5 #35,dolomite,5380.58,3028.22,2440.0,2397.869155313258
102203,R.PRICE 10913.5 #35,dolomite,5249.34,3038.06,2440.0,2437.545487186435
102231,R.PRICE 10916.5 #38,dolomite,5282.15,2847.77,2440.0,2455.714340107172
102263,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2553.2633480378645
