Well Name,Formation,Depth,GR,DeltaPHI,PHIND,ILD,PE,Marine,RelPos,Facies
SHANKLE,C SH,2956.0,72.73,3.5,21.265,16.218100973589298,2.8,0,0.649,3
SHANKLE,C SH,2956.5,71.24,-3.0,23.97,16.29296032639722,2.8,0,0.632,3
SHANKLE,C SH,2957.0,65.18,-1.1,24.32,16.368165214278086,3.3,0,0.614,3
SHANKLE,C SH,2957.5,76.51,3.1,23.925,16.595869074375596,3.3,0,0.596,3
SHANKLE,C SH,2958.0,72.51,0.3,27.215,16.982436524617444,3.1,0,0.579,3
SHANKLE,C SH,2958.5,73.66,-8.0,30.125,17.538805018417612,2.7,0,0.561,3
SHANKLE,C SH,2959.0,72.96,-12.3,29.985,17.947336268325273,2.5,0,0.544,3
SHANKLE,C SH,2959.5,66.05,-9.4,26.215,18.03017740859569,2.8,0,0.526,3
SHANKLE,C SH,2960.0,75.61,-1.1,21.255,17.701089583174213,3.1,0,0.509,3
SHANKLE,C SH,2960.5,68.69,6.8,16.645,17.458221529205037,3.3,0,0.491,3
SHANKLE,C SH,2961.0,67.49,5.2,17.925,17.458221529205037,3.0,0,0.474,3
SHANKLE,C SH,2961.5,71.32,2.0,18.325,17.378008287493753,2.9,0,0.456,3
SHANKLE,C SH,2962.0,69.16,3.5,16.405,17.060823890031234,3.1,0,0.439,3
SHANKLE,C SH,2962.5,72.18,5.7,15.525,16.672472125510627,3.3,0,0.42100000000000004,3
SHANKLE,C SH,2963.0,67.16,4.4,16.48,16.29296032639722,3.2,0,0.40399999999999997,3
SHANKLE,C SH,2963.5,72.36,1.5,18.61,16.29296032639722,3.2,0,0.386,3
SHANKLE,C SH,2964.0,76.08,0.8,19.615,16.90440931643263,3.1,0,0.368,3
SHANKLE,C SH,2964.5,75.85,1.8,21.045,17.864875748520507,2.9,0,0.35100000000000003,3
SHANKLE,C SH,2965.0,72.11,-3.6,22.505,18.450154191794734,2.7,0,0.33299999999999996,3
SHANKLE,C SH,2965.5,73.8,-9.0,22.545,18.62087136662868,2.9,0,0.316,3
SHANKLE,C SH,2966.0,71.57,-5.1,17.625,18.706821403658008,3.3,0,0.298,3
SHANKLE,C SH,2966.5,71.38,1.0,14.06,18.113400926196025,3.6,0,0.281,3
SHANKLE,C SH,2967.0,72.44,6.2,14.855,17.538805018417612,3.1,0,0.263,3
SHANKLE,C SH,2967.5,74.87,5.8,19.845,17.538805018417612,2.8,0,0.24600000000000002,3
SHANKLE,C SH,2968.0,76.01,-2.7,23.955,17.458221529205037,2.4,0,0.228,3
SHANKLE,C SH,2968.5,76.11,-9.0,25.4,17.218685749860068,3.0,0,0.21100000000000002,3
SHANKLE,C SH,2969.0,76.47,-3.5,24.095,17.701089583174213,3.3,0,0.193,3
SHANKLE,C SH,2969.5,70.18,-5.4,24.15,18.03017740859569,3.2,0,0.175,3
SHANKLE,C SH,2970.0,71.13,-10.2,24.425,17.6197604641163,2.9,0,0.158,3
SHANKLE,C SH,2970.5,74.62,-13.2,21.35,16.749428760264372,2.9,0,0.14,3
SHANKLE,C SH,2971.0,75.04,-3.6,17.66,15.631476426409538,2.9,0,0.12300000000000001,3
SHANKLE,C SH,2971.5,71.03,7.1,16.71,14.190575216890926,2.5,0,0.105,3
SHANKLE,C SH,2972.0,79.47,-9.8,35.285,14.125375446227537,2.1,0,0.08800000000000001,3
SHANKLE,C SH,2972.5,76.72,-9.9,51.3,16.069412530128773,1.8,0,0.07,3
SHANKLE,C SH,2973.0,75.01,-18.3,55.915,20.32357010936222,1.8,0,0.053,3
SHANKLE,C LM,2974.5,19.52,1.0,9.78,25.118864315095795,4.6,1,0.985,6
SHANKLE,C LM,2975.0,28.87,8.8,9.73,27.669416454115108,4.0,1,0.97,8
SHANKLE,C LM,2975.5,29.43,9.1,11.93,36.475394692560755,3.6,1,0.955,8
SHANKLE,C LM,2976.0,29.4,7.9,12.695,44.668359215096295,3.5,1,0.94,8
SHANKLE,C LM,2976.5,31.05,6.4,11.9,47.20630412635907,3.6,1,0.925,8
SHANKLE,C LM,2977.0,35.29,6.4,10.875,43.25138310350084,3.7,1,0.91,8
SHANKLE,C LM,2977.5,32.75,3.5,9.39,35.97493351557424,3.8,1,0.8959999999999999,5
SHANKLE,C LM,2978.0,35.61,3.0,8.16,29.922646366081892,3.9,1,0.8809999999999999,5
SHANKLE,C LM,2978.5,36.27,5.0,7.4,25.70395782768864,3.6,1,0.866,5
SHANKLE,C LM,2979.0,36.51,7.7,8.56,21.87761623949554,3.2,1,0.851,5
SHANKLE,C LM,2979.5,35.86,8.6,10.67,18.450154191794734,2.9,1,0.836,5
SHANKLE,C LM,2980.0,33.77,8.1,12.535,15.776112696993485,2.9,1,0.821,7
SHANKLE,C LM,2980.5,28.53,7.7,13.935,13.614446824659511,2.9,1,0.8059999999999999,7
SHANKLE,C LM,2981.0,29.12,6.0,14.68,11.967405313072446,2.9,1,0.7909999999999999,7
SHANKLE,C LM,2981.5,29.54,4.2,14.81,10.914403364487569,2.8,1,0.7759999999999999,7
SHANKLE,C LM,2982.0,29.95,2.4,13.68,10.764652136298347,2.8,1,0.7609999999999999,7
SHANKLE,C LM,2982.5,29.36,1.7,12.36,11.428783347897713,3.0,1,0.746,7
SHANKLE,C LM,2983.0,34.62,1.9,10.51,13.061708881318419,3.3,1,0.731,7
SHANKLE,C LM,2983.5,32.74,2.0,9.08,16.218100973589298,3.3,1,0.716,7
SHANKLE,C LM,2984.0,38.04,1.7,8.405,21.478304741305326,3.2,1,0.701,6
SHANKLE,C LM,2984.5,39.18,1.5,8.235,28.575905433749465,3.2,1,0.687,6
SHANKLE,C LM,2985.0,39.55,1.9,8.035,38.37072454922788,3.3,1,0.672,6
SHANKLE,C LM,2985.5,37.83,2.3,7.68,49.20395356814511,3.4,1,0.657,6
SHANKLE,C LM,2986.0,35.09,2.8,7.775,58.613816451402855,3.4,1,0.642,6
SHANKLE,C LM,2986.5,38.17,3.8,7.92,64.56542290346556,3.6,1,0.627,6
SHANKLE,C LM,2987.0,37.4,3.9,8.16,66.98846094165262,3.3,1,0.612,6
SHANKLE,C LM,2987.5,36.2,2.6,8.54,66.98846094165262,3.4,1,0.597,6
SHANKLE,C LM,2988.0,38.73,2.4,8.6,66.06934480075958,3.4,1,0.5820000000000001,6
SHANKLE,C LM,2988.5,36.86,1.9,8.9,65.46361740672751,3.5,1,0.5670000000000001,6
SHANKLE,C LM,2989.0,38.24,2.0,8.845,64.56542290346556,3.4,1,0.552,6
SHANKLE,C LM,2989.5,36.1,1.6,8.5,63.3869711256927,3.4,1,0.537,6
SHANKLE,C LM,2990.0,38.5,2.6,8.25,62.23002851691595,3.3,1,0.522,6
SHANKLE,C LM,2990.5,35.87,3.0,8.42,60.25595860743578,3.4,1,0.507,6
SHANKLE,C LM,2991.0,37.2,3.6,8.495,58.613816451402855,3.3,1,0.493,6
SHANKLE,C LM,2991.5,39.89,3.1,8.695,57.543993733715666,3.6,1,0.478,6
SHANKLE,C LM,2992.0,40.73,2.9,8.505,56.49369748123023,3.7,1,0.46299999999999997,6
SHANKLE,C LM,2992.5,41.81,2.0,8.845,55.71857489319299,3.7,1,0.44799999999999995,6
SHANKLE,C LM,2993.0,44.47,1.9,8.74,55.4625712957911,3.5,1,0.433,6
SHANKLE,C LM,2993.5,43.87,1.9,8.715,54.95408738576246,3.4,1,0.418,6
SHANKLE,C LM,2994.0,47.4,2.4,8.375,55.4625712957911,3.5,1,0.40299999999999997,6
SHANKLE,C LM,2994.5,48.75,2.6,8.47,56.23413251903491,3.6,1,0.38799999999999996,6
SHANKLE,C LM,2995.0,53.77,3.1,8.2,56.75446054085472,3.6,1,0.373,6
SHANKLE,C LM,2995.5,65.61,3.2,8.555,57.543993733715666,3.7,1,0.358,6
SHANKLE,C LM,2996.0,79.98,3.0,8.435,58.613816451402855,3.8,1,0.34299999999999997,5
SHANKLE,C LM,2996.5,115.6,3.6,8.76,58.8843655355589,3.9,1,0.32799999999999996,5
SHANKLE,C LM,2997.0,201.75,3.9,8.645,59.42921586155728,4.1,1,0.313,5
SHANKLE,C LM,2997.5,242.75,4.9,8.42,59.97910762555096,4.1,1,0.299,5
SHANKLE,C LM,2998.0,238.02,5.1,8.515,61.09420249055722,4.3,1,0.284,5
SHANKLE,C LM,2998.5,215.23,5.7,8.31,62.805835881331795,4.2,1,0.26899999999999996,5
SHANKLE,C LM,2999.0,168.12,5.6,8.545,65.16283940608427,4.2,1,0.254,5
SHANKLE,C LM,2999.5,124.8,5.2,8.855,68.86522963442762,3.9,1,0.239,5
SHANKLE,C LM,3000.0,102.74,4.6,8.915,73.11390834834177,4.0,1,0.22399999999999998,5
SHANKLE,C LM,3000.5,102.74,4.6,8.915,73.11390834834177,4.0,1,0.22399999999999998,5
SHANKLE,C LM,3001.0,81.37,4.3,8.86,76.20790100254119,4.1,1,0.209,5
SHANKLE,C LM,3001.5,70.46,4.2,8.675,76.91304402866095,4.2,1,0.19399999999999998,5
SHANKLE,C LM,3002.0,67.29,4.9,9.365,76.91304402866095,4.1,1,0.179,5
SHANKLE,C LM,3002.5,67.61,5.6,9.555,75.50922276654337,4.1,1,0.16399999999999998,5
SHANKLE,C LM,3003.0,68.63,5.8,9.585,76.20790100254119,4.1,1,0.149,4
SHANKLE,C LM,3003.5,68.45,6.9,9.95,82.03515443298181,4.3,1,0.134,4
SHANKLE,C LM,3004.0,73.25,8.4,10.39,98.17479430199845,4.4,1,0.11900000000000001,4
SHANKLE,C LM,3004.5,73.21,7.7,9.95,119.67405313072443,4.5,1,0.10400000000000001,4
SHANKLE,C LM,3005.0,76.24,4.0,7.9,147.23125024327194,4.6,1,0.09,8
SHANKLE,C LM,3005.5,52.57,-0.4,5.215,172.18685749860057,4.8,1,0.075,8
SHANKLE,C LM,3006.0,32.84,-2.2,3.455,173.78008287493762,5.1,1,0.06,8
SHANKLE,C LM,3006.5,25.16,-1.6,2.89,167.49428760264382,4.8,1,0.045,8
SHANKLE,C LM,3007.0,25.16,-1.6,2.89,167.49428760264382,4.8,1,0.03,8
SHANKLE,C LM,3007.5,26.22,-0.4,3.4,152.75660582380732,4.5,1,0.03,4
SHANKLE,C LM,3008.0,65.36,1.6,4.715,112.71974561755106,4.5,1,0.015,4
LUKE G U,A1 SH,2610.5,74.9,9.3,11.75,36.64375746478333,4.084,0,1.0,3
LUKE G U,A1 SH,2611.0,83.8,12.0,13.1,30.90295432513591,3.5010000000000003,0,0.981,3
LUKE G U,A1 SH,2611.5,86.97,12.9,12.55,28.313919957993768,3.4,0,0.9620000000000001,3
LUKE G U,A1 SH,2612.0,84.43,13.2,12.0,26.061535499988945,3.4,0,0.943,3
LUKE G U,A1 SH,2612.5,78.51,11.8,11.4,26.061535499988945,3.4,0,0.925,3
LUKE G U,A1 SH,2613.0,73.88,11.3,11.55,26.061535499988945,3.5,0,0.9059999999999999,3
LUKE G U,A1 SH,2613.5,71.61,11.5,11.25,27.164392688390823,3.6,0,0.887,2
LUKE G U,A1 SH,2614.0,69.86,11.7,11.05,28.313919957993768,3.7,0,0.868,2
LUKE G U,A1 SH,2614.5,69.25,11.1,10.65,29.64831389524341,3.7,0,0.8490000000000001,2
LUKE G U,A1 SH,2615.0,68.29,8.6,9.7,28.313919957993768,3.7,0,0.83,2
LUKE G U,A1 SH,2615.5,68.5,7.8,9.8,27.164392688390823,3.7,0,0.8109999999999999,2
LUKE G U,A1 SH,2616.0,73.65,6.3,10.65,22.387211385683397,3.5,0,0.792,2
LUKE G U,A1 SH,2616.5,92.68,9.2,13.2,13.614446824659511,3.3,0,0.774,2
LUKE G U,A1 SH,2617.0,107.22,11.3,15.75,9.246981739382225,3.3,0,0.755,2
LUKE G U,A1 SH,2617.5,132.81,16.7,19.65,7.447319739059893,3.4,0,0.736,2
LUKE G U,A1 SH,2618.0,151.94,0.0,29.9,6.280583588133178,3.6,0,0.7170000000000001,2
LUKE G U,A1 SH,2618.5,154.37,3.1,31.45,6.025595860743578,3.4,0,0.698,2
LUKE G U,A1 SH,2619.0,153.77,8.4,34.1,6.025595860743578,3.0,0,0.679,2
LUKE G U,A1 SH,2619.5,132.29,8.2,34.1,6.025595860743578,2.8,0,0.66,2
LUKE G U,A1 SH,2620.0,102.28,0.0,30.0,6.854882264526613,2.6,0,0.642,3
LUKE G U,A1 SH,2620.5,77.82,17.9,20.15,7.447319739059893,2.4,0,0.623,3
LUKE G U,A1 SH,2621.0,67.52,10.1,12.25,7.798301105232589,2.5,0,0.604,3
LUKE G U,A1 SH,2621.5,61.32,7.0,8.1,8.128305161640991,2.8,0,0.585,3
LUKE G U,A1 SH,2622.0,58.69,7.1,7.95,8.128305161640991,3.0,0,0.5660000000000001,2
LUKE G U,A1 SH,2622.5,54.36,6.3,8.55,8.511380382023763,3.3,0,0.547,2
LUKE G U,A1 SH,2623.0,52.75,4.8,10.4,8.128305161640991,3.5,0,0.528,2
LUKE G U,A1 SH,2623.5,51.96,4.7,11.15,8.511380382023763,3.4,0,0.509,2
LUKE G U,A1 SH,2624.0,54.01,4.5,11.65,9.246981739382225,3.4,0,0.491,2
LUKE G U,A1 SH,2624.5,54.16,4.6,12.2,9.68277856261249,3.4,0,0.47200000000000003,2
LUKE G U,A1 SH,2625.0,54.27,5.1,12.95,9.68277856261249,3.4,0,0.45299999999999996,2
LUKE G U,A1 SH,2625.5,55.84,4.7,13.35,9.246981739382225,3.6,0,0.434,2
LUKE G U,A1 SH,2626.0,57.43,4.8,13.5,7.798301105232589,3.6,0,0.415,2
LUKE G U,A1 SH,2626.5,58.22,4.9,13.75,5.296634438916579,3.5,0,0.396,2
LUKE G U,A1 SH,2627.0,58.88,4.0,14.6,4.265795188015928,3.3,0,0.377,2
LUKE G U,A1 SH,2627.5,60.6,4.5,15.25,4.092606597300107,3.2,0,0.358,2
LUKE G U,A1 SH,2628.0,62.57,4.7,15.35,3.90840895792402,3.1,0,0.34,2
LUKE G U,A1 SH,2628.5,66.19,5.3,15.35,4.365158322401662,3.1,0,0.321,2
LUKE G U,A1 SH,2629.0,78.95,7.3,14.85,4.943106869868356,3.1,0,0.302,2
LUKE G U,A1 SH,2629.5,84.77,8.6,14.3,5.571857489319297,3.1,0,0.28300000000000003,2
LUKE G U,A1 SH,2630.0,80.83,8.6,13.4,6.25172692775686,3.1,0,0.264,2
LUKE G U,A1 SH,2630.5,66.48,6.5,12.35,6.9502431758879695,3.1,0,0.245,2
LUKE G U,A1 SH,2631.0,63.09,3.9,11.15,7.620790100254117,3.1,0,0.226,2
LUKE G U,A1 SH,2631.5,62.7,3.9,10.95,8.511380382023763,3.1,0,0.20800000000000002,2
LUKE G U,A1 SH,2632.0,63.45,4.3,11.05,8.511380382023763,3.1,0,0.18899999999999997,2
LUKE G U,A1 SH,2632.5,66.94,5.6,11.8,7.798301105232589,3.1,0,0.17,2
LUKE G U,A1 SH,2633.0,77.94,6.7,13.05,7.447319739059893,3.2,0,0.151,2
LUKE G U,A1 SH,2633.5,81.4,8.1,14.15,6.854882264526613,3.2,0,0.132,2
LUKE G U,A1 SH,2634.0,80.74,9.9,15.75,6.280583588133178,3.2,0,0.113,3
LUKE G U,A1 SH,2634.5,76.45,10.6,16.5,6.025595860743578,3.2,0,0.094,2
LUKE G U,A1 SH,2635.0,74.99,11.0,17.0,5.7543993733715695,3.1,0,0.075,2
LUKE G U,A1 SH,2635.5,75.21,14.2,19.5,5.7543993733715695,3.1,0,0.057,2
LUKE G U,A1 SH,2636.0,75.05,12.6,23.3,5.888436553555889,3.1,0,0.038,2
LUKE G U,A1 SH,2636.5,62.14,9.5,24.65,6.698846094165263,3.1,0,0.019,2
LUKE G U,A1 LM,2637.0,46.66,2.8,21.4,8.241381150130021,3.2,1,1.0,8
LUKE G U,A1 LM,2637.5,29.68,4.6,16.7,9.954054173515267,3.4,1,0.985,8
LUKE G U,A1 LM,2638.0,18.97,-0.3,11.35,13.061708881318419,3.9,1,0.97,8
LUKE G U,A1 LM,2638.5,17.66,0.4,7.3,20.04472027365161,4.4,1,0.955,8
LUKE G U,A1 LM,2639.0,18.02,0.5,5.15,29.64831389524341,4.8,1,0.94,8
LUKE G U,A1 LM,2639.5,20.47,3.1,4.15,41.686938347033575,4.9,1,0.925,8
LUKE G U,A1 LM,2640.0,26.7,4.0,4.4,49.659232145033606,4.8,1,0.91,8
LUKE G U,A1 LM,2640.5,33.18,6.8,6.0,53.95106225151273,4.6,1,0.8959999999999999,8
LUKE G U,A1 LM,2641.0,42.67,8.0,7.4,53.95106225151273,4.4,1,0.8809999999999999,8
LUKE G U,A1 LM,2641.5,51.37,10.1,8.85,36.64375746478333,3.8,1,0.866,8
LUKE G U,A1 LM,2642.0,54.26,12.6,10.4,30.90295432513591,3.6,1,0.851,6
LUKE G U,A1 LM,2642.5,56.67,12.8,10.7,29.64831389524341,3.6,1,0.836,6
LUKE G U,A1 LM,2643.0,57.35,12.3,10.95,29.64831389524341,3.7,1,0.821,6
LUKE G U,A1 LM,2643.5,62.93,11.1,11.55,29.64831389524341,3.8,1,0.8059999999999999,6
LUKE G U,A1 LM,2644.0,66.49,10.0,11.0,30.90295432513591,3.9,1,0.7909999999999999,6
LUKE G U,A1 LM,2644.5,64.2,7.2,9.3,32.210687912834345,4.0,1,0.7759999999999999,6
LUKE G U,A1 LM,2645.0,58.09,2.5,6.55,39.994474976109736,4.1,1,0.7609999999999999,6
LUKE G U,A1 LM,2645.5,55.0,2.5,4.95,64.268771731702,4.1,1,0.746,6
LUKE G U,A1 LM,2646.0,55.97,2.5,4.85,70.1455298419971,4.1,1,0.731,6
LUKE G U,A1 LM,2646.5,58.81,3.1,6.05,66.98846094165262,4.1,1,0.716,6
LUKE G U,A1 LM,2647.0,67.1,5.4,8.3,58.8843655355589,4.0,1,0.701,6
LUKE G U,A1 LM,2647.5,77.82,8.2,10.7,53.95106225151273,4.0,1,0.687,6
LUKE G U,A1 LM,2648.0,115.71,8.2,11.5,45.49880601500488,3.9,1,0.672,4
LUKE G U,A1 LM,2648.5,145.34,8.1,11.55,41.686938347033575,3.7,1,0.657,4
LUKE G U,A1 LM,2649.0,195.89,8.0,11.5,39.994474976109736,3.7,1,0.642,4
LUKE G U,A1 LM,2649.5,191.22,8.3,11.25,41.686938347033575,3.6,1,0.627,4
LUKE G U,A1 LM,2650.0,177.59,7.0,9.7,43.65158322401658,3.6,1,0.612,4
LUKE G U,A1 LM,2650.5,151.13,5.6,7.7,53.95106225151273,3.6,1,0.597,4
LUKE G U,A1 LM,2651.0,116.51,3.0,5.2,73.11390834834177,3.8,1,0.5820000000000001,8
LUKE G U,A1 LM,2651.5,58.47,2.0,3.4,83.17637711026708,4.4,1,0.5670000000000001,8
LUKE G U,A1 LM,2652.0,56.71,2.1,3.25,79.79946872679768,5.0,1,0.552,8
LUKE G U,A1 LM,2652.5,64.91,5.4,5.5,70.1455298419971,5.0,1,0.537,8
LUKE G U,A1 LM,2653.0,74.3,10.1,8.65,58.8843655355589,4.8,1,0.522,8
LUKE G U,A1 LM,2653.5,85.32,9.8,11.4,45.49880601500488,4.6,1,0.507,4
LUKE G U,A1 LM,2654.0,97.02,11.9,13.75,32.210687912834345,4.3,1,0.493,4
LUKE G U,A1 LM,2654.5,94.31,10.7,14.45,27.164392688390823,4.1,1,0.478,4
LUKE G U,A1 LM,2655.0,88.35,10.2,14.7,23.878112829131783,3.9,1,0.46299999999999997,4
LUKE G U,A1 LM,2655.5,87.22,9.9,14.85,20.8929613085404,3.8,1,0.44799999999999995,4
LUKE G U,A1 LM,2656.0,85.82,9.6,14.8,18.03017740859569,3.8,1,0.433,4
LUKE G U,A1 LM,2656.5,85.68,9.6,14.8,16.90440931643263,3.7,1,0.418,4
LUKE G U,A1 LM,2657.0,86.5,9.4,14.9,17.6197604641163,3.7,1,0.40299999999999997,4
LUKE G U,A1 LM,2657.5,88.5,9.1,15.05,17.6197604641163,3.6,1,0.38799999999999996,4
LUKE G U,A1 LM,2658.0,88.84,8.7,14.95,17.6197604641163,3.6,1,0.373,4
LUKE G U,A1 LM,2658.5,83.21,8.6,14.8,18.450154191794734,3.4,1,0.358,4
LUKE G U,A1 LM,2659.0,71.5,8.7,14.65,18.450154191794734,3.3,1,0.34299999999999997,4
LUKE G U,A1 LM,2659.5,67.33,9.2,14.3,20.989398836235235,3.4,1,0.32799999999999996,4
LUKE G U,A1 LM,2660.0,61.32,9.5,13.95,23.878112829131783,3.5,1,0.313,4
LUKE G U,A1 LM,2660.5,55.48,8.5,13.05,33.72873086588689,3.6,1,0.299,4
LUKE G U,A1 LM,2661.0,51.6,3.8,10.1,51.76068319505679,3.7,1,0.284,6
LUKE G U,A1 LM,2661.5,47.71,3.2,9.0,47.42419852602447,3.8,1,0.26899999999999996,6
LUKE G U,A1 LM,2662.0,48.07,3.2,8.9,39.994474976109736,3.8,1,0.254,6
LUKE G U,A1 LM,2662.5,49.41,3.4,9.3,32.210687912834345,3.8,1,0.239,4
LUKE G U,A1 LM,2663.0,66.1,3.7,10.35,23.878112829131783,3.8,1,0.22399999999999998,4
LUKE G U,A1 LM,2663.5,76.15,4.7,11.75,18.450154191794734,3.6,1,0.209,4
LUKE G U,A1 LM,2664.0,92.92,7.6,14.1,15.488166189124813,3.3,1,0.19399999999999998,4
LUKE G U,A1 LM,2664.5,100.69,7.8,16.3,14.256075936021887,3.2,1,0.179,4
LUKE G U,A1 LM,2665.0,101.16,7.4,18.6,16.218100973589298,2.5,1,0.16399999999999998,4
LUKE G U,A1 LM,2665.5,97.59,4.5,20.95,20.32357010936222,2.8,1,0.149,4
LUKE G U,A1 LM,2666.0,87.35,4.7,20.85,26.42408757321945,3.1,1,0.134,4
LUKE G U,A1 LM,2666.5,72.1,6.8,13.5,33.265955329400434,3.3,1,0.11900000000000001,6
LUKE G U,A1 LM,2667.0,64.79,7.5,9.75,40.92606597300107,3.8,1,0.10400000000000001,6
LUKE G U,A1 LM,2667.5,62.31,6.4,8.3,49.659232145033606,3.9,1,0.09,6
LUKE G U,A1 LM,2668.0,56.83,5.0,7.2,61.37620051647943,3.8,1,0.075,6
LUKE G U,A1 LM,2668.5,52.34,1.7,5.45,64.268771731702,3.8,1,0.06,8
LUKE G U,A1 LM,2669.0,48.52,-4.3,8.35,64.268771731702,4.0,1,0.045,8
LUKE G U,A1 LM,2669.5,54.95,-12.3,12.45,58.8843655355589,4.0,1,0.03,8
LUKE G U,A1 LM,2670.0,61.02,-14.4,17.3,47.42419852602447,3.8,1,0.015,8
LUKE G U,B1 SH,2670.5,66.93,-13.4,21.8,30.90295432513591,3.6,0,1.0,3
LUKE G U,B1 SH,2671.0,70.41,-6.3,21.75,26.061535499988945,3.2,0,0.9740000000000001,3
LUKE G U,B1 SH,2671.5,73.06,-1.0,20.0,20.989398836235235,3.1,0,0.9490000000000001,3
LUKE G U,B1 SH,2672.0,75.05,0.3,20.35,17.6197604641163,3.0,0,0.9229999999999999,3
LUKE G U,B1 SH,2672.5,76.58,1.1,21.15,16.90440931643263,2.9,0,0.897,3
LUKE G U,B1 SH,2673.0,79.26,1.0,24.1,16.90440931643263,2.8,0,0.872,3
LUKE G U,B1 SH,2673.5,80.34,6.3,23.55,16.90440931643263,2.7,0,0.846,3
LUKE G U,B1 SH,2674.0,80.13,6.8,23.7,16.90440931643263,2.6,0,0.821,3
LUKE G U,B1 SH,2674.5,76.51,6.6,23.6,17.6197604641163,2.6,0,0.795,3
LUKE G U,B1 SH,2675.0,74.52,3.3,24.25,19.230917289101587,2.6,0,0.769,3
LUKE G U,B1 SH,2675.5,73.2,0.1,23.65,21.87761623949554,2.6,0,0.7440000000000001,2
LUKE G U,B1 SH,2676.0,69.51,4.0,17.9,24.888573182823905,2.7,0,0.718,2
LUKE G U,B1 SH,2676.5,64.97,4.6,16.0,29.64831389524341,2.8,0,0.6920000000000001,2
LUKE G U,B1 SH,2677.0,65.21,6.3,14.85,29.64831389524341,3.0,0,0.667,2
LUKE G U,B1 SH,2677.5,65.7,7.4,13.6,29.64831389524341,3.1,0,0.6409999999999999,2
LUKE G U,B1 SH,2678.0,65.24,9.0,11.6,27.164392688390823,3.3,0,0.615,2
LUKE G U,B1 SH,2678.5,63.2,9.2,10.7,27.164392688390823,3.6,0,0.59,2
LUKE G U,B1 SH,2679.0,61.71,6.7,11.15,22.49054605835781,3.7,0,0.564,2
LUKE G U,B1 SH,2679.5,60.3,4.3,11.05,17.701089583174213,3.6,0,0.5379999999999999,2
LUKE G U,B1 SH,2680.0,58.7,2.5,11.65,13.489628825916533,3.5,0,0.513,2
LUKE G U,B1 SH,2680.5,56.18,0.8,11.7,10.519618738232227,3.3,0,0.48700000000000004,2
LUKE G U,B1 SH,2681.0,55.11,0.4,11.6,9.246981739382225,3.0,0,0.462,2
LUKE G U,B1 SH,2681.5,54.51,0.5,11.55,7.447319739059893,3.0,0,0.436,2
LUKE G U,B1 SH,2682.0,55.3,0.8,11.5,6.6374307040190885,2.9,0,0.41,2
LUKE G U,B1 SH,2682.5,55.56,1.2,11.6,6.025595860743578,2.9,0,0.385,2
LUKE G U,B1 SH,2683.0,54.92,1.1,11.75,5.296634438916579,2.8,0,0.359,2
LUKE G U,B1 SH,2683.5,54.92,1.0,11.9,5.058246620031139,2.8,0,0.33299999999999996,2
LUKE G U,B1 SH,2684.0,55.63,0.9,11.85,5.296634438916579,2.9,0,0.308,2
LUKE G U,B1 SH,2684.5,57.6,1.0,11.7,5.520774392807577,2.9,0,0.282,2
LUKE G U,B1 SH,2685.0,60.83,1.7,11.45,5.520774392807577,3.0,0,0.256,2
LUKE G U,B1 SH,2685.5,62.86,2.4,11.6,5.7543993733715695,3.1,0,0.231,2
LUKE G U,B1 SH,2686.0,67.48,8.6,14.6,6.516283940608427,3.1,0,0.205,3
LUKE G U,B1 SH,2686.5,74.05,8.4,14.8,7.447319739059893,3.2,0,0.179,3
LUKE G U,B1 SH,2687.0,77.79,8.2,14.6,8.472274141405963,3.2,0,0.154,3
LUKE G U,B1 SH,2687.5,76.99,6.9,13.55,9.549925860214355,3.3,0,0.128,3
LUKE G U,B1 SH,2688.0,75.9,6.7,15.15,10.092528860766844,3.4,0,0.10300000000000001,3
LUKE G U,B1 SH,2688.5,74.27,3.7,18.55,11.015393095414145,3.5,0,0.077,3
LUKE G U,B1 SH,2689.0,73.43,-1.0,21.9,11.857687481671602,3.6,0,0.051,3
LUKE G U,B1 SH,2689.5,64.68,-0.5,20.45,18.450154191794734,3.3,0,0.026000000000000002,3
LUKE G U,B1 LM,2690.0,50.6,-0.2,16.1,27.164392688390823,3.4,1,1.0,8
LUKE G U,B1 LM,2690.5,39.67,-1.6,6.4,38.37072454922788,3.6,1,0.9570000000000001,8
LUKE G U,B1 LM,2691.0,31.96,0.5,4.55,41.686938347033575,3.9,1,0.9129999999999999,8
LUKE G U,B1 LM,2691.5,42.29,0.6,4.6,53.95106225151273,4.5,1,0.87,6
LUKE G U,B1 LM,2692.0,48.33,1.8,5.6,64.268771731702,4.2,1,0.826,6
LUKE G U,B1 LM,2692.5,48.4,0.9,6.15,73.11390834834177,3.6,1,0.7829999999999999,6
LUKE G U,B1 LM,2693.0,48.41,0.5,6.25,90.78205301781857,3.4,1,0.7390000000000001,6
LUKE G U,B1 LM,2693.5,46.41,-0.2,5.9,103.2761405761398,3.5,1,0.696,6
LUKE G U,B1 LM,2694.0,44.36,-0.7,5.45,112.2018454301963,3.6,1,0.652,8
LUKE G U,B1 LM,2694.5,39.15,-0.2,4.4,127.64388088113435,3.8,1,0.609,8
LUKE G U,B1 LM,2695.0,36.7,0.7,3.25,139.31568029453035,4.1,1,0.565,6
LUKE G U,B1 LM,2695.5,36.01,0.5,3.05,158.48931924611142,4.7,1,0.522,6
